OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,DATIERUNG,DATIERUNG_N,k-means_PC1,k-means_PC2,k-means_UMAP1,k-means_UMAP2,k-means(FUNDE),dbscan_PC1,dbscan_PC2,dbscan_UMAP1,dbscan_UMAP2,dbscan(FUNDE),agnes_PC1,agnes_PC2,agnes_UMAP1,agnes_UMAP2,agnes(FUNDE),"k-means(BEZ_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDKATEGORIE_N)","k-means(BEZ_N, DATIERUNG_N)","dbscan(BEZ_N, DATIERUNG_N)","agnes(BEZ_N, DATIERUNG_N)"
4546949,POINT (16.271566067232047 48.14828200812114),23,1.0,Maurer Lange Gasse,34,36,1,0.0,münze,27,0.8125,-0.1698483615030057,0.8101404882416985,5.909513,-11.111888,3,-0.1698483620259671,0.8101404937609376,5.2331114,-23.041798,0,-0.1698483669076031,0.8101404932012753,7.560691,-25.36225,1,1,0,2,0,0,2
4546950,POINT (16.294337568086352 48.15457906557718),23,1.0,Tullnertalgasse,,,1,0.0,keramik,32,0.96875,-0.566748697487648,-0.5417155426624174,6.43621,25.515396,1,-0.5667487016112106,-0.5417155761417576,10.252012,31.306726,1,-0.5667486783678718,-0.5417155870750356,11.12956,26.837004,3,1,0,2,0,0,2
4546951,POINT (16.336164497665074 48.18965608190796),15,0.6363636363636365,Sechshauser Straße,10,12,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416962,5.932652,-10.835281,3,-0.1698483620259632,0.8101404937609358,5.5375094,-22.94158,0,-0.1698483669076053,0.8101404932012765,7.8910594,-25.700708,1,1,0,2,0,0,1
4546952,POINT (16.368380810537612 48.209195699467095),1,0.0,Kohlmarkt,1,,2,0.25,keramik brunnen,11,0.3125,-0.2104581059307361,-0.1961614058723653,9.768448,-1.3045236,0,-0.2104579646145123,-0.1961619773983857,-2.5990891,0.8623607,0,-0.2104576170780306,-0.1961620894904086,-5.3481464,2.7156467,0,0,1,1,1,1,0
4546953,POINT (16.286713271648992 48.206562411907534),14,0.5909090909090909,Spiegelgrundstraße,,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,6.0579634,-10.8390665,3,-0.1698483620259631,0.8101404937609358,5.2380214,-23.106926,0,-0.1698483669076052,0.8101404932012762,7.992845,-25.170696,1,1,0,1,0,0,1
4546954,POINT (16.331921777870146 48.21817157525246),17,0.7272727272727273,Elterleinplatz,,,2,0.25,ziegel,27,0.8125,0.0510744518806828,0.0572766024772545,29.172155,5.217062,0,0.0510742890380242,0.0572767640736584,28.009035,0.33515918,0,0.0510744465947379,0.0572765884700406,24.572971,14.628664,0,1,1,2,0,0,2
4546955,POINT (16.302385555049 48.247193120699286),18,0.7727272727272728,Pötzleinsdorfer Höhe,,,2,0.25,mauerwerk,21,0.625,0.8011318815615338,-0.2084214997512493,-11.204205,21.17771,2,0.8011318718911935,-0.2084214774364369,-21.503971,16.189915,0,0.8011318575200804,-0.2084214833961833,-3.8701668,22.674257,2,1,1,2,0,0,2
4546956,POINT (16.34790833238284 48.26631478784286),19,0.8181818181818182,Nußberg,,,1,0.0,münze,21,0.625,-0.1698483615030048,0.8101404882416963,5.912101,-10.519108,3,-0.1698483620259631,0.8101404937609358,5.2199054,-23.30604,0,-0.1698483669076052,0.8101404932012762,8.162829,-25.373642,1,1,0,2,0,0,2
4546957,POINT (16.357230516699023 48.27038779958785),19,0.8181818181818182,Burgstall,,,1,0.0,keramik hüttenlehm,32,0.96875,-0.1908722660756144,-0.140098813036146,-30.874382,5.839383,0,-0.1908722993856927,-0.1400987668699698,-9.742223,33.04394,-1,-0.1908722806193242,-0.1400988180244525,44.45474,3.0551133,0,1,0,2,0,0,2
4546958,POINT (16.355294980579842 48.24825279316186),19,0.8181818181818182,Hohe Warte,,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.542151,-10.50005,3,-0.1698483620259631,0.8101404937609358,5.14414,-23.521593,0,-0.1698483669076052,0.8101404932012762,8.130454,-25.351652,1,1,0,2,0,0,2
4546959,POINT (16.363072208329804 48.251843432464945),19,0.8181818181818182,Nußdorf,,,3,0.5,grab menschenskelett bronzering,33,1.0,-0.0127636217648972,0.0675050342317202,-13.7156515,3.363241,0,-0.0127635903756207,0.0675049651198339,-3.0739996,16.791014,-1,-0.0127635828163203,0.0675049692341844,21.653685,-6.156729,0,1,2,2,0,0,2
4546960,POINT (16.347580823132585 48.27767566725898),19,0.8181818181818182,Leopoldsberg,,,1,0.0,tierkopfidol,32,0.96875,-0.0031693367588873,0.0569097224194085,-20.90481,12.734282,0,-0.0031693635560677,0.0569097488592562,-32.7022,30.297262,-1,-0.0031693523240837,0.0569097017189123,49.32754,18.219027,0,1,0,2,0,0,2
4546961,POINT (16.34605179478264 48.27766612378345),19,0.8181818181818182,Leopoldsberg,,,1,0.0,artefakte,33,1.0,-0.0031693367588873,0.0569097224194084,-20.854343,12.839624,0,-0.0031693635560677,0.0569097488592562,-32.87705,30.287424,-1,-0.0031693523240837,0.0569097017189123,49.202255,18.379553,0,1,0,2,0,0,2
4546962,POINT (16.34556917174854 48.27800335210538),19,0.8181818181818182,Leopoldsberg,,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.9540467,25.561579,1,-0.5667487016112104,-0.5417155761417577,10.911805,31.79964,1,-0.5667486783678727,-0.5417155870750344,11.662017,26.676666,3,1,0,2,0,0,2
4546963,POINT (16.341790251036123 48.278473481246216),19,0.8181818181818182,Waldbachsteig,,,1,0.0,schuhleistenkeil keramik,32,0.96875,-0.1470022858145912,-0.095191644986951,-27.981087,11.924558,0,-0.1470023094121643,-0.095191631859956,-22.023441,33.528484,-1,-0.1470022939213933,-0.0951916733491007,47.255352,8.500365,0,1,0,2,0,0,2
4546964,POINT (16.34515570569013 48.27639330356878),19,0.8181818181818182,Leopoldsberg,,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.492801,25.11021,1,-0.5667487016112104,-0.5417155761417577,10.517503,31.865633,1,-0.5667486783678727,-0.5417155870750344,11.878262,27.136644,3,1,0,2,0,0,2
4546965,POINT (16.371162288905037 48.232572700330564),20,0.8636363636363638,Brigittaplatz,,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.963245,-10.733125,3,-0.1698483620259631,0.8101404937609358,5.207532,-23.024498,0,-0.1698483669076052,0.8101404932012762,7.575275,-25.561918,1,1,0,2,0,0,2
4546966,POINT (16.39032238756771 48.238719684094704),20,0.8636363636363638,Zwischenbrücken,,,1,0.0,steinbeil,32,0.96875,-0.0047081530716349,0.0592787707720663,9.892051,-7.4224496,0,-0.0047082036543177,0.0592788295626364,6.086437,-8.090568,-1,-0.0047081867234196,0.0592787436185136,5.196144,-11.89039,0,1,0,2,0,0,2
4546967,POINT (16.411614366709575 48.254177667432494),21,0.9090909090909092,Donaufelder Straße,37,,1,0.0,münze keramik,21,0.625,-0.4619284341303356,0.333262390691853,4.6184583,-10.4580145,3,-0.4619284267678357,0.3332623660873922,5.3583765,-22.463823,0,-0.4619284217811913,0.3332623773531113,7.879984,-24.256239,1,1,0,2,0,0,2
4546968,POINT (16.370833804836515 48.200892646749885),1,0.0,Akademiestraße,12,,2,0.25,mauerwerk,33,1.0,0.8011318815615338,-0.2084214997512493,-11.246543,21.464165,2,0.8011318718911935,-0.2084214774364369,-21.446743,16.070757,0,0.8011318575200804,-0.2084214833961833,-4.185265,22.606014,2,0,1,1,2,0,1
4546969,POINT (16.481948750970187 48.23621469491987),22,0.9545454545454546,Farngasse,,,1,0.0,flachbeil keramik,32,0.96875,-0.1590170192204845,-0.1071059612867507,0.3687873,-3.1855202,0,-0.1590170464050944,-0.107105945541829,-1.3989003,30.904062,-1,-0.1590170292801462,-0.1071059917803829,24.573391,-9.194158,0,1,0,2,0,0,2
4546970,POINT (16.39129801964951 48.19396058417803),3,0.0909090909090909,Boerhaavegasse,16,,2,0.25,knochen keramik glas terra sigillata terra nigra ziegel stempel münze boden,27,0.8125,-0.1191972201886683,0.1214326130080072,-15.690134,-6.602123,0,-0.1191969684881448,0.1214325213157092,-5.810396,11.383245,0,-0.1191972415314739,0.1214326826030959,17.97109,-9.773313,0,0,1,1,2,0,1
4546971,POINT (16.370748198143012 48.1930127706999),4,0.1363636363636363,Favoritenstraße (Theresianum),,,1,0.0,keramik,9,0.25,-0.5667486974876483,-0.5417155426624178,6.3476863,25.745413,1,-0.5667487016112104,-0.5417155761417577,11.024761,31.423267,1,-0.5667486783678727,-0.5417155870750344,11.758745,26.6102,3,0,0,1,1,1,0
4546972,POINT (16.372096319495334 48.2002328030124),1,0.0,Karlsplatz,,,4,0.75,baumaterial,33,1.0,-0.0036420669803588,0.0563465207757978,-26.322905,10.863907,0,-0.0036420950189964,0.0563465531724909,-23.81337,31.383158,-1,-0.0036420907708193,0.0563465088057578,47.125553,13.942571,0,0,-1,0,2,0,1
4546973,POINT (16.296984420267286 48.16395336951373),12,0.4999999999999999,Dorfmeistergasse,11,,2,0.25,wasserleitung,27,0.8125,-0.0019141738028778,0.0631445226379254,-11.878458,13.8937235,0,-0.0019142173129192,0.0631445789996547,-5.817985,-6.051692,0,-0.0019142091139414,0.0631445031835669,-5.01517,12.935376,0,1,1,1,0,0,1
4546974,POINT (16.376479013902564 48.21081878360954),1,0.0,Fleischmarkt,3,5,2,0.25,grube ziegel keramik terra sigillata kupfereichel,15,0.4375,-0.1130686262306358,-0.0562854758028121,-15.726089,-6.0962477,0,-0.1130686877270881,-0.0562855336796096,-5.432583,11.142632,-1,-0.1130685542725903,-0.0562856131969756,18.381403,-9.422453,0,0,1,1,1,1,0
4546975,POINT (16.349463427951743 48.193229296985955),6,0.2272727272727272,Gumpendorfer Straße,89,,2,0.25,salbentöpfchen grube,33,1.0,-0.0122372995443034,0.043602858043899,-22.23941,12.428531,0,-0.0122372915470028,0.0436028204508293,-31.866932,29.319723,-1,-0.0122372914294909,0.0436028086951863,48.1391,18.775448,0,0,1,1,2,0,1
4546976,POINT (16.339832146696462 48.216957833780164),17,0.7272727272727273,Hernalser Hauptstraße,20,22,2,0.25,brunnen keramik glas tierknochen,11,0.3125,-0.1595860501230734,-0.1344952240657091,9.686405,-1.2855332,0,-0.1595859718658627,-0.1344952874299508,-2.5683112,0.9874419,0,-0.1595860687708556,-0.1344950898258445,-5.273476,2.7482753,0,1,1,2,0,2,3
4546977,POINT (16.474349010381438 48.15832427220131),11,0.4545454545454545,Münnichplatz,,,2,0.25,mauerwerk körpergrab,11,0.3125,0.3175978390706747,-0.0481949087204484,-10.177032,2.472161,0,0.3175978019392765,-0.048194842233962,-4.1773353,22.774794,-1,0.3175977907495175,-0.0481948907273159,15.373435,0.022581544,0,1,1,1,1,1,0
4546978,POINT (16.38628197202169 48.19487392412734),3,0.0909090909090909,Ungargasse,66,,2,0.25,mauerwerk wohngrube keramik tierknochen ziegel löschwasserbehälter,23,0.6875,0.0696664492016646,-0.1080253622960636,20.681795,-5.510383,0,0.0696662784495589,-0.1080250438180253,21.5728,0.961887,-1,0.0696663326642836,-0.1080251182998672,11.278582,-16.857897,0,0,1,1,2,0,1
4546979,POINT (16.374723998660915 48.210375750759304),1,0.0,Rotenturmstraße,10,12,1,0.0,nichts,33,1.0,-0.0031565575480159,0.0566760879654998,-21.55258,12.213878,0,-0.0031565834322264,0.0566761134972785,-31.984137,29.296667,2,-0.0031565725029941,0.0566760676567515,48.265366,19.03533,0,0,0,1,2,0,1
4546980,POINT (16.368702726902633 48.20164051781383),1,0.0,Elisabethstraße,1,,3,0.5,grab,11,0.3125,-0.0091415643726049,0.075098751396746,-0.64219165,15.516338,0,-0.0091416265469653,0.0750987990526878,-15.00592,1.738828,0,-0.0091416000310765,0.0750987852499895,17.72453,-16.577997,0,0,2,1,1,1,0
4546981,POINT (16.372383933237636 48.20927313459238),1,0.0,Brandstätte,1,,1,0.0,steindenkmal,27,0.8125,-0.003940748533726,0.0576821462551745,2.7921412,10.790639,0,-0.0039407719202738,0.0576821679996664,-5.350596,20.71116,-1,-0.0039407679094036,0.0576821260973862,9.637733,-0.5560477,0,0,0,1,2,0,1
4546982,POINT (16.369612967284635 48.21241962199743),1,0.0,Wipplingerstraße,16,,1,0.0,altar keramik bronzehaken knochen ziegel mahlstein,27,0.8125,-0.0745428365466418,-0.0280022228859991,-21.855633,12.724236,0,-0.0745427458001691,-0.0280020814470903,-32.132072,29.429152,-1,-0.074542840916474,-0.028002134804494,48.67671,18.831236,0,0,0,1,2,0,1
4546983,POINT (16.37114460251386 48.21122225885598),1,0.0,Schultergasse,5,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.701137,-10.559692,3,-0.1698483620259631,0.8101404937609358,5.694842,-23.440657,0,-0.1698483669076052,0.8101404932012762,7.946101,-25.52046,1,0,0,1,2,0,1
4546984,POINT (16.372610809551244 48.20095982465989),1,0.0,Dumbagasse,1,,1,0.0,bronzenadel,33,1.0,-0.0043856432864337,0.0609472565941721,17.77541,11.378866,0,-0.0043856946734244,0.0609472982999259,-14.686622,10.546925,-1,-0.0043856731629686,0.0609472225132797,11.266853,12.419852,0,0,0,1,2,0,1
4546985,POINT (16.369752463118765 48.20771591290831),1,0.0,Dorotheergasse,5,7,2,0.25,grube keramik münze ziegel,15,0.4375,-0.2689321371906803,0.2028481881275569,13.015243,5.7219167,0,-0.2689321547669732,0.2028481488379808,12.179918,15.933752,0,-0.2689320938742214,0.2028481302022627,11.948879,3.5807033,0,0,1,1,1,1,0
4546986,POINT (16.372476253911756 48.2091131160875),1,0.0,Stephansplatz,8,,1,0.0,münze ziegel,27,0.8125,-0.0843581637233734,0.5955897588477381,-3.621187,2.986776,3,-0.0843582672765143,0.5955898652459438,-6.14759,4.6693306,0,-0.0843581650898701,0.5955897610055697,4.675753,4.073809,0,0,0,1,2,0,1
4546987,POINT (16.384110196759316 48.201574236124436),3,0.0909090909090909,Rechte Bahngasse,14,,1,0.0,glas,27,0.8125,-0.0159057079060474,0.0425341752344562,-12.316,1.36378,0,-0.0159054174068147,0.0425340222022619,-0.13563243,13.900346,0,-0.0159060627179073,0.0425344920554533,20.749643,-1.9135438,0,0,0,1,2,0,1
4547183,POINT (16.344570067993516 48.21086899094333),8,0.3181818181818182,Skodagasse,4,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.8465366,-10.8172455,3,-0.1698483620259631,0.8101404937609358,5.523606,-23.077538,0,-0.1698483669076052,0.8101404932012762,8.113007,-25.323217,1,0,0,1,2,0,1
4547184,POINT (16.35617335814978 48.22221113524105),9,0.3636363636363636,Boltzmanngasse,7,,1,0.0,glas,27,0.8125,-0.0159057079060474,0.0425341752344562,-12.331409,1.3802098,0,-0.0159054174068147,0.0425340222022619,-0.1460457,13.891888,0,-0.0159060627179073,0.0425344920554533,20.756552,-1.8953186,0,0,0,1,2,0,1
4547185,POINT (16.35679246796036 48.224309318216704),9,0.3636363636363636,Boltzmanngasse,28,30,2,0.25,grube keramik,21,0.625,-0.2942043187913097,-0.2605085883978902,13.582203,6.0995383,0,-0.2942042581288324,-0.2605087310601039,12.756851,15.921379,0,-0.2942042658638575,-0.2605086826916181,11.433136,3.8320518,0,0,1,1,2,0,1
4547186,POINT (16.35451409450784 48.228562135594224),9,0.3636363636363636,Nußdorfer Straße,53,,3,0.5,menschenskelett tierknochen ziegel,27,0.8125,-0.0014620530698949,0.0439726469843254,-13.059689,3.0600576,0,-0.0014622335380023,0.0439730450847987,-2.4952557,16.177948,0,-0.0014621578236917,0.0439730145069959,21.201502,-5.484844,0,0,2,1,2,0,1
4547187,POINT (16.351099180562073 48.216900792420844),9,0.3636363636363636,Spitalgasse,13,17,3,0.5,menschenskelett,21,0.625,-0.0161614156624851,0.0628130357880905,-9.529933,6.570939,0,-0.0161612885917864,0.0628128448512448,13.240263,-2.846693,0,-0.0161612988085696,0.0628128784629536,-0.23007199,0.595947,0,0,2,1,2,0,1
4547188,POINT (16.388342553851757 48.19828085959583),3,0.0909090909090909,Engelsberggasse,5,,3,0.5,brandgrab keramik,27,0.8125,-0.2078666433042872,-0.1528574296474569,-9.674639,3.4946744,0,-0.2078666613430445,-0.1528574016438712,-3.7374892,21.760723,-1,-0.2078666749771516,-0.152857440475245,14.256739,-0.21261449,0,0,2,1,2,0,1
4547189,POINT (16.397548125057025 48.20599614383455),2,0.0454545454545454,Rotundenbrücke,,,1,0.0,keramik schmelztiegel,33,1.0,-0.1617536723211902,-0.1103736056258231,-28.815664,1.1139501,0,-0.1617536923095058,-0.1103736018521746,-7.54798,33.043636,-1,-0.1617536840126818,-0.1103736353970554,31.71888,0.8338367,0,0,0,1,2,0,1
4547190,POINT (16.4082184861803 48.18686494442985),3,0.0909090909090909,Maria-Jacobi-Gasse,,,3,0.5,straße menschenskelett,27,0.8125,-0.0127597744853043,0.0686457410317354,8.578618,-0.18745695,0,-0.0127596995402009,0.0686455347704457,-7.937041,5.8023286,0,-0.0127597099429818,0.0686457454274221,1.8489141,-2.749407,0,0,2,1,2,0,1
4547191,POINT (16.503561904590004 48.253897069238896),22,0.9545454545454546,Breitenlee,,,3,0.5,grab menschenskelett,27,0.8125,-0.0169904911619449,0.0731518369503647,-13.796955,3.3243651,0,-0.0169904223746522,0.0731517098545451,-2.998895,16.902052,0,-0.0169904177932252,0.073151745644334,21.712847,-6.031434,0,1,2,2,0,0,2
4547192,POINT (16.47954996991611 48.216931043627255),22,0.9545454545454546,Aspern (Friedhof),,,1,0.0,keramik,32,0.96875,-0.5667486974876483,-0.5417155426624178,6.2881255,25.591803,1,-0.5667487016112104,-0.5417155761417577,10.978864,31.75823,1,-0.5667486783678727,-0.5417155870750344,11.762418,27.066425,3,1,0,2,0,0,2
4547193,POINT (16.392022492996592 48.192666331321156),3,0.0909090909090909,Rennweg,54,,2,0.25,grube brunnen mauerwerk keramik,27,0.8125,0.1266614600691528,-0.2490808969364122,-0.38766783,-0.60407346,0,0.1266616130222249,-0.2490814067998741,-3.1560035,9.219977,0,0.12666185068218,-0.2490814386656835,16.79635,5.6240377,0,0,1,1,2,0,1
4547194,POINT (16.4202441442564 48.13104979863716),10,0.4090909090909091,Klederinger Straße (Johanneskirche),,,2,0.25,mauerwerk grube keramik ofen weg spurrillen,13,0.375,0.0642556412564495,-0.1188901931984428,-1.1347553,-0.119409926,0,0.0642556444595578,-0.1188902269372276,-3.1668854,10.281817,-1,0.0642556571085529,-0.1188902411589463,17.545553,5.511542,0,0,1,1,1,1,0
4547195,POINT (16.465640099921618 48.15560956947334),11,0.4545454545454545,Mühlsangergasse,,,1,0.0,keramik,32,0.96875,-0.5667486974876483,-0.5417155426624178,6.588907,25.71445,1,-0.5667487016112104,-0.5417155761417577,10.820427,31.280125,1,-0.5667486783678727,-0.5417155870750344,11.830499,27.091814,3,1,0,1,0,0,1
4547196,POINT (16.41184580180886 48.17733085257606),11,0.4545454545454545,Hauffgasse,4,,3,0.5,grab tierknochen menschenskelett schmuck beschlag schwert,9,0.25,-0.0189814716005037,0.0590300545260104,-30.893684,8.330742,0,-0.0189815521576432,0.0590302465639413,-16.760008,35.68645,-1,-0.0189815555388862,0.0590302498118069,46.27483,2.4861748,0,1,2,1,1,1,0
4547197,POINT (16.338461022782916 48.16045498494713),10,0.4090909090909091,Inzersdorf,,,3,0.5,glas lampe münze terra sigillata fibel schmuck brandgrab,27,0.8125,-0.0652412538303724,0.2265073658672359,-15.708333,-5.907684,0,-0.0652411989038346,0.226507288692464,-5.2653275,11.565446,-1,-0.065241349300856,0.2265073870007046,18.487062,-9.122191,0,0,2,1,2,0,1
4547198,POINT (16.402621202153725 48.19417929815256),3,0.0909090909090909,Baumgasse,,,2,0.25,straße,27,0.8125,-0.004011259966918,0.0673679988185622,8.543858,-0.17019665,0,-0.0040112925604992,0.0673679106044111,-7.9127417,5.840164,0,-0.0040112909292451,0.0673681436320545,1.8156903,-2.7788708,0,0,1,1,2,0,1
4547199,POINT (16.39259123587594 48.191926278051575),3,0.0909090909090909,Aspangstraße,,,1,0.0,keramik bronze,27,0.8125,-0.1849758071952559,-0.131605330367539,-25.667461,10.859763,0,-0.1849758269029174,-0.1316053169082931,-3.7131293,12.954748,-1,-0.184975818190183,-0.1316053575697573,19.116236,-4.5471926,0,0,0,1,2,0,1
4547200,POINT (16.452292631472 48.1499298994043),11,0.4545454545454545,Zentralfriedhof (Neuer Israelitischer Friedhof),,,3,0.5,menschenskelett,33,1.0,-0.0161614156624851,0.0628130357880905,-9.563684,6.5371776,0,-0.0161612885917864,0.0628128448512448,13.232491,-2.8289099,0,-0.0161612988085696,0.0628128784629536,-0.2742085,0.61599565,0,1,2,1,0,0,1
4547201,POINT (16.398037578714984 48.18986361589352),3,0.0909090909090909,Aspangstraße,,,2,0.25,keramik terra sigillata terra nigra eisen schwert ziegel grube,27,0.8125,-0.095851515896735,-0.0282944288560592,-15.753874,-6.5930223,0,-0.0958515722001574,-0.0282944818166017,-5.741971,11.183257,0,-0.095851453449617,-0.0282945592457005,18.088932,-9.841494,0,0,1,1,2,0,1
4547202,POINT (16.36937085246006 48.18680672936528),4,0.1363636363636363,Kolschitzkygasse,,,1,0.0,grube schaber,32,0.96875,-0.0122372995443034,0.043602858043899,-22.146603,12.44216,0,-0.0122372915470028,0.0436028204508293,-31.89076,29.324944,-1,-0.0122372914294909,0.0436028086951863,47.98853,18.889334,0,0,0,1,2,0,1
4547203,POINT (16.38317271710912 48.19519560464023),3,0.0909090909090909,Rennweg,,,1,0.0,mauerwerk,27,0.8125,0.8011318815615338,-0.2084214997512493,-11.160386,21.675571,2,0.8011318718911935,-0.2084214774364369,-21.547848,15.940772,0,0.8011318575200804,-0.2084214833961833,-4.0713797,22.49373,2,0,0,1,2,0,1
4547204,POINT (16.388379742859023 48.194227239160305),3,0.0909090909090909,Rennweg,47,,1,0.0,tonplatte stempel,27,0.8125,0.0084759330775129,0.0639721222178307,-22.259586,13.425294,0,0.0084760834907376,0.0639719772671169,-31.252352,31.226215,-1,0.0084759023934361,0.0639721058052767,47.715252,18.16916,0,0,0,1,2,0,1
4547205,POINT (16.351091987094104 48.212024800730575),8,0.3181818181818182,Florianigasse,,,1,0.0,keramik,27,0.8125,-0.5667486974876483,-0.5417155426624178,6.6086626,25.262691,1,-0.5667487016112104,-0.5417155761417577,10.922892,31.911339,1,-0.5667486783678727,-0.5417155870750344,11.683743,26.461262,3,0,0,1,2,0,1
4547206,POINT (16.37313096558646 48.209104462619706),1,0.0,Stephansplatz,7,,1,0.0,grabstein,27,0.8125,-0.0038892886966525,0.059787917171794,13.407885,1.259856,0,-0.0038893330916921,0.0597879686611493,11.181647,5.5946264,-1,-0.00388931934416,0.05978790375188,4.1531196,0.16798562,0,0,0,1,2,0,1
4547207,POINT (16.37511364756222 48.20767040513488),1,0.0,Domgasse,8,,2,0.25,mauerwerk keramik tierknochen,9,0.25,0.1477379350649897,-0.333301094477657,-12.822282,1.9259739,2,0.1477376683066572,-0.333300497852991,-0.3105799,14.772526,0,0.1477376921363767,-0.333300487284946,21.42212,-2.2444065,0,0,1,1,1,1,0
4547208,POINT (16.37876554297415 48.20779492405623),1,0.0,Dominikanerbastei,,,2,0.25,mauerwerk keramik,15,0.4375,0.2630987996482917,-0.5272165874486079,-0.6793525,23.730318,2,0.2630988000880049,-0.5272166017443013,-16.744951,26.09689,0,0.2630987992158183,-0.5272165946154572,2.417536,23.453833,2,0,1,1,1,1,0
4547209,POINT (16.356115926948725 48.205391789888246),7,0.2727272727272727,Neustiftgasse,3,,3,0.5,grab keramik münze,22,0.65625,-0.3258192262224844,0.2618713733532898,-15.641761,3.8057592,3,-0.3258192551666098,0.2618713800247371,-1.4745859,19.115822,0,-0.3258192371379537,0.261871396880408,21.80094,0.5223234,0,0,2,1,2,0,1
4547210,POINT (16.3471805341705 48.214099113910024),8,0.3181818181818182,Skodagasse,,,2,0.25,mauerwerk ziegel,27,0.8125,0.5658109034926389,-0.1169230157097228,11.471423,-19.069164,2,0.5658107849494256,-0.116922889659903,-2.378297,-9.640519,0,0.5658108898649706,-0.1169230071934437,-10.030218,8.6933975,0,0,1,1,2,0,1
4547211,POINT (16.352109813365278 48.20961303402364),8,0.3181818181818182,Lange Gasse,,,1,0.0,keramik grube,27,0.8125,-0.2942043187913097,-0.2605085883978902,13.562866,6.0830865,0,-0.2942042581288324,-0.2605087310601039,12.769069,15.912279,0,-0.2942042658638575,-0.2605086826916181,11.450374,3.807998,0,0,0,1,2,0,1
4547212,POINT (16.360887366143587 48.21436101123166),9,0.3636363636363636,Sigmund-Freud-Park,,,1,0.0,altar,27,0.8125,-0.0032774524920407,0.0613698629094887,2.9588664,10.490069,0,-0.003277484912825,0.0613698972340679,-5.7113934,20.240362,-1,-0.0032774799753378,0.0613698486026655,9.326143,-0.79269457,0,0,0,1,2,0,1
4547213,POINT (16.3721920454038 48.21508453775166),1,0.0,Franz-Josefs-Kai,45,,1,0.0,münze,9,0.25,-0.1698483615030048,0.8101404882416963,5.556508,-10.897218,3,-0.1698483620259631,0.8101404937609358,5.769374,-23.24942,0,-0.1698483669076052,0.8101404932012762,8.066183,-25.424046,1,0,0,1,1,1,0
4547214,POINT (16.32102131259592 48.252283409950266),19,0.8181818181818182,Sieveringer Straße,,,1,0.0,mauerwerk,33,1.0,0.8011318815615338,-0.2084214997512493,-11.2421465,21.472515,2,0.8011318718911935,-0.2084214774364369,-21.536057,16.401838,0,0.8011318575200804,-0.2084214833961833,-3.867827,22.449766,2,1,0,2,0,0,2
4547215,POINT (16.369935194174854 48.21196015434816),1,0.0,Fütterergasse,1,,1,0.0,ziegel stempel,27,0.8125,0.0493877013839636,0.069831108234,4.406936,15.490558,0,0.0493879159290395,0.0698309019444526,12.210053,-10.803235,0,0.0493876658775229,0.0698310982102635,-1.0764776,12.123337,0,0,0,1,2,0,1
4547216,POINT (16.367659407418905 48.19994028748077),4,0.1363636363636363,Treitlstraße,1,3,2,0.25,mauerwerk knochen,9,0.25,0.3776636756360594,-0.0845349140961967,-16.001125,2.4550025,2,0.3776640660176069,-0.0845346250320381,-2.0394032,18.27131,0,0.3776636817296459,-0.0845346070334063,24.331263,-1.9977912,0,0,1,1,1,1,0
4547217,POINT (16.420256465182458 48.13170888463145),10,0.4090909090909091,Klederinger Straße,,,1,0.0,ziegel stempel,27,0.8125,0.0493877013839636,0.069831108234,4.416878,15.472617,0,0.0493879159290395,0.0698309019444526,12.195484,-10.805263,0,0.0493876658775229,0.0698310982102635,-1.0754647,12.139047,0,1,0,1,2,0,1
4547182,POINT (16.34603551876965 48.19089985325654),6,0.2272727272727272,Gumpendorfer Straße,108,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.9202046,-10.851237,3,-0.1698483620259631,0.8101404937609358,5.4350033,-23.604622,0,-0.1698483669076052,0.8101404932012762,7.5958533,-25.077875,1,0,0,1,2,0,1
4547218,POINT (16.376785104907935 48.20573639134265),1,0.0,Seilerstätte,1,3,2,0.25,mauerwerk grube keramik,21,0.625,0.1535539263522644,-0.3511086570651038,-15.41097,1.3616604,2,0.1535539832940404,-0.3511087781577304,0.40988305,17.563868,0,0.153553965311297,-0.3511087225724916,26.294153,0.6316918,0,0,1,1,2,0,1
4547219,POINT (16.334747740727362 48.201826993393155),15,0.6363636363636365,Märzpark,,,3,0.5,körpergrab kleiderreste kreuze medaillon,21,0.625,-0.0034891800613071,0.0580144625278311,-26.29493,14.939033,0,-0.0034892137023341,0.0580145129161095,-29.292728,32.39751,-1,-0.0034892104614632,0.0580144542982384,47.5442,11.411126,0,1,2,1,0,0,2
