OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,DATIERUNG,DATIERUNG_N,k-means_PC1,k-means_PC2,k-means_UMAP1,k-means_UMAP2,k-means(FUNDE),dbscan_PC1,dbscan_PC2,dbscan_UMAP1,dbscan_UMAP2,dbscan(FUNDE),agnes_PC1,agnes_PC2,agnes_UMAP1,agnes_UMAP2,agnes(FUNDE),"k-means(BEZ_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDKATEGORIE_N)","k-means(BEZ_N, DATIERUNG_N)","dbscan(BEZ_N, DATIERUNG_N)","agnes(BEZ_N, DATIERUNG_N)"
4547606,POINT (16.356114851269997 48.21767002831103),9,0.3636363636363636,Garnisongasse,22,,3,0.5,menschenskelett,21,0.625,-0.0161614156624851,0.0628130357880905,-9.58229,6.517396,0,-0.0161612885917864,0.0628128448512448,13.237858,-2.8244286,0,-0.0161612988085696,0.0628128784629536,-0.23215501,0.5733078,0,0,2,1,2,0,1
4547607,POINT (16.348998541604033 48.20033603137252),7,0.2727272727272727,Neubaugasse,17,19,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.7562337,25.490967,1,-0.5667487016112104,-0.5417155761417577,10.585608,31.655737,1,-0.5667486783678727,-0.5417155870750344,11.798176,27.003345,3,0,0,1,2,0,1
4547608,POINT (16.35970909039463 48.2014412656525),7,0.2727272727272727,Mariahilfer Straße,8,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.7637553,25.406456,1,-0.5667487016112104,-0.5417155761417577,10.663365,31.614273,1,-0.5667486783678727,-0.5417155870750344,11.594777,26.663385,3,0,0,1,2,0,1
4547609,POINT (16.356246424029926 48.220944844094426),9,0.3636363636363636,Währinger Straße,,,1,0.0,keramik ziegel terra sigillata terra nigra,27,0.8125,-0.1165211248088969,-0.0452369440358645,-15.679942,-6.601905,0,-0.1165212235816352,-0.0452369788530306,-5.7597165,11.314809,0,-0.1165210393196469,-0.0452371045353806,17.995314,-9.813277,0,0,0,1,2,0,1
4547610,POINT (16.360226829091346 48.21471995366383),9,0.3636363636363636,Sigmund-Freud-Park,,,3,0.5,grab keramik,27,0.8125,-0.2802069686885406,-0.2157757316666369,-0.62035316,15.490964,0,-0.2802070158689507,-0.2157757152133693,-15.017209,1.7433988,0,-0.2802069853467055,-0.2157757161531957,17.768118,-16.54666,0,0,2,1,2,0,1
4547611,POINT (16.34154281231561 48.20347554005079),7,0.2727272727272727,Halbgasse,3,5,1,0.0,ziegel,27,0.8125,0.0510744518806828,0.0572766024772545,29.249527,5.2472095,0,0.0510742890380242,0.0572767640736584,28.069077,0.39520618,0,0.0510744465947379,0.0572765884700406,24.560585,14.656838,0,0,0,1,2,0,1
4547612,POINT (16.359999147428688 48.21604374751755),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,keramik altar skelett grab mauerwerk,27,0.8125,0.0796527493658635,-0.118642967934349,2.9318948,9.821903,0,0.0796527067355421,-0.1186429364170703,-6.1442533,20.249113,-1,0.0796527219945304,-0.1186429636449153,9.375756,-1.3994144,0,0,1,1,2,0,1
4547613,POINT (16.3538657902275 48.22435208391095),9,0.3636363636363636,Nußdorfer Straße,15,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.3631015,-10.683721,3,-0.1698483620259631,0.8101404937609358,5.684887,-23.19762,0,-0.1698483669076052,0.8101404932012762,8.098997,-25.305195,1,0,0,1,2,0,1
4547614,POINT (16.355703109640025 48.21897536378544),9,0.3636363636363636,Van-Swieten-Gasse,1,,3,0.5,keramik tonlampe münze,27,0.8125,-0.2028812890106608,0.1773838654573257,-22.40525,13.0007715,0,-0.2028812985733409,0.1773838675814159,-31.84903,30.355423,-1,-0.2028812917389919,0.177383846072832,47.28687,15.602983,0,0,2,1,2,0,1
4547615,POINT (16.358568314302918 48.21464741731099),9,0.3636363636363636,Rooseveltplatz,2,6,1,0.0,keramik,21,0.625,-0.5667486974876483,-0.5417155426624178,6.8445854,25.339369,1,-0.5667487016112104,-0.5417155761417577,10.361768,31.510956,1,-0.5667486783678727,-0.5417155870750344,11.397482,26.880047,3,0,0,1,2,0,1
4547616,POINT (16.36002655376443 48.21646778054371),9,0.3636363636363636,Währinger Straße,,,2,0.25,keramik,9,0.25,-0.5667486974876483,-0.5417155426624178,6.719689,25.461935,1,-0.5667487016112104,-0.5417155761417577,10.594673,31.687336,1,-0.5667486783678727,-0.5417155870750344,11.791867,26.61451,3,0,1,1,1,1,0
4547617,POINT (16.34714589629459 48.214026200280856),8,0.3181818181818182,Daungasse,,,2,0.25,mauerwerk,33,1.0,0.8011318815615338,-0.2084214997512493,-11.666029,21.783731,2,0.8011318718911935,-0.2084214774364369,-21.07416,16.403883,0,0.8011318575200804,-0.2084214833961833,-4.118625,23.009604,2,0,1,1,2,0,1
4547618,POINT (16.36330403125348 48.21753806256911),9,0.3636363636363636,Türkenstraße,12,,1,0.0,keramik,9,0.25,-0.5667486974876483,-0.5417155426624178,6.618243,25.515738,1,-0.5667487016112104,-0.5417155761417577,10.498063,31.530083,1,-0.5667486783678727,-0.5417155870750344,11.359429,26.481117,3,0,0,1,1,1,0
4547619,POINT (16.35549013758803 48.221230669892606),9,0.3636363636363636,Währinger Straße,,,1,0.0,münze bronzeapplike,27,0.8125,-0.0584853682984011,0.3070399669154886,-21.883461,12.310544,0,-0.0584853862879186,0.3070399871772862,-31.865715,29.83372,-1,-0.0584853817399005,0.3070399563956936,48.295708,18.900951,0,0,0,1,2,0,1
4547620,POINT (16.37415948359181 48.20454615515308),1,0.0,Seilerstätte,24,,3,0.5,lampe blecheimer menschenskelett bronzereif grab,27,0.8125,-0.0095370300163668,0.0653110264556133,-21.931023,12.168088,0,-0.0095370171644413,0.0653109867527236,-31.67698,29.711117,-1,-0.0095370111022811,0.0653109716867178,48.246933,19.04886,0,0,2,1,2,0,1
4547621,POINT (16.373050657453096 48.21064331787059),1,0.0,Hoher Markt,1,,1,0.0,keramik tierknochen,11,0.3125,-0.2797334129342568,-0.2419215080970762,-18.134598,4.3721943,0,-0.2797337238084939,-0.2419208265606173,-9.292322,12.390449,0,-0.2797336839636086,-0.2419208300682888,22.762339,-4.2887883,0,0,0,1,1,1,0
4547622,POINT (16.3717093726411 48.20906676209505),1,0.0,Jasomirgottstraße,3,,2,0.25,münze ziegel stempel mauerwerk,27,0.8125,0.2791402645203048,0.3120099646496081,3.7973597,13.852146,0,0.2791404473818887,0.3120097958799673,10.925575,-8.888821,0,0.2791402341163941,0.3120099787184697,0.1916083,10.868976,0,0,1,1,2,0,1
4547623,POINT (16.36548133053893 48.261622859645925),19,0.8181818181818182,Hackhofergasse,,,1,0.0,münze,33,1.0,-0.1698483615030048,0.8101404882416963,5.7076974,-10.933897,3,-0.1698483620259631,0.8101404937609358,5.8098044,-23.546118,0,-0.1698483669076052,0.8101404932012762,8.052044,-25.038303,1,1,0,2,0,0,2
4547624,POINT (16.376517185594196 48.2115368604711),1,0.0,Rotenturmstraße,,,2,0.25,mauer,27,0.8125,-0.0043897363481527,0.0574259787377661,-34.36245,-1.13776,0,-0.0043897691484117,0.0574260048661583,-3.2579465,31.665348,-1,-0.0043897501886289,0.057425948801331,45.29125,1.2615634,0,0,1,1,2,0,1
4547625,POINT (16.36819257531086 48.210590339323716),1,0.0,Am Hof,2,,1,0.0,ziegel stempel,27,0.8125,0.0493877013839636,0.069831108234,4.4287786,15.482067,0,0.0493879159290395,0.0698309019444526,12.214203,-10.812877,0,0.0493876658775229,0.0698310982102635,-1.0905744,12.119922,0,0,0,1,2,0,1
4547626,POINT (16.377724907099083 48.20819699643018),1,0.0,Wollzeile,29,,3,0.5,ziegel tränenfläschchen keramik,27,0.8125,-0.1172067104988062,-0.082102888107753,-22.59917,12.679656,0,-0.1172067764984794,-0.0821028304808764,-30.351698,31.798439,-1,-0.1172067164312836,-0.0821029096518327,47.09725,17.94296,0,0,2,1,2,0,1
4547627,POINT (16.37844755191245 48.20872828596392),1,0.0,Postgasse,7,9,2,0.25,mauerwerk,15,0.4375,0.8011318815615338,-0.2084214997512493,-11.729446,21.704493,2,0.8011318718911935,-0.2084214774364369,-21.140553,16.358604,0,0.8011318575200804,-0.2084214833961833,-4.002634,22.745752,2,0,1,1,1,1,0
4547628,POINT (16.370184077026746 48.209785557284874),1,0.0,Milchgasse,1,2,2,0.25,ziegel,27,0.8125,0.0510744518806828,0.0572766024772545,29.23724,5.238175,0,0.0510742890380242,0.0572767640736584,28.062931,0.38909307,0,0.0510744465947379,0.0572765884700406,24.576365,14.652718,0,0,1,1,2,0,1
4547629,POINT (16.372456370221464 48.20574879427084),1,0.0,Himmelpfortgasse,9,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.725197,-10.610575,3,-0.1698483620259631,0.8101404937609358,5.6032743,-23.516254,0,-0.1698483669076052,0.8101404932012762,7.927876,-25.356014,1,0,0,1,2,0,1
4547630,POINT (16.373158695908344 48.2058570734671),1,0.0,Himmelpfortgasse,9,,2,0.25,mauerwerk grab,11,0.3125,0.441321286787769,-0.076184147575708,-15.439215,4.667398,2,0.4413212398686025,-0.076184105494056,-0.86267775,6.7666545,0,0.4413212495858396,-0.076184102480043,21.416977,1.3669671,0,0,1,1,1,1,0
4547631,POINT (16.367408385029286 48.20464239403968),1,0.0,Burggarten,,,2,0.25,mauerwerk ziegel,27,0.8125,0.5658109034926389,-0.1169230157097228,11.465423,-19.07518,2,0.5658107849494256,-0.116922889659903,-2.4096775,-9.671886,0,0.5658108898649706,-0.1169230071934437,-9.98831,8.735434,0,0,1,1,2,0,1
4547632,POINT (16.37182641001106 48.20588461839256),1,0.0,Himmelpfortgasse,1,4,2,0.25,keramik gesichtsurne ziegel terra sigillata grube tierknochen,27,0.8125,-0.1239583322735087,-0.068691443472177,-16.27908,-6.3786683,0,-0.1239585119537604,-0.0686912315171292,-5.603576,10.776693,0,-0.1239583669711194,-0.0686913011726743,18.655283,-9.96537,0,0,1,1,2,0,1
4547633,POINT (16.371977945471983 48.205737523042124),1,0.0,Himmelpfortgasse,4,,2,0.25,keramik brunnen,12,0.34375,-0.2104581059307361,-0.1961614058723653,9.773587,-1.3041579,0,-0.2104579646145123,-0.1961619773983857,-2.5631886,0.8996021,0,-0.2104576170780306,-0.1961620894904086,-5.3629446,2.7309341,0,0,1,1,1,1,0
4547634,POINT (16.37190120817946 48.20595455343176),1,0.0,Himmelpfortgasse,3,,2,0.25,terra sigillata tierknochen grube,33,1.0,-0.0500465080054506,0.0303524492208102,-16.371613,-6.21517,0,-0.050046709547315,0.0303527085338564,-5.7075815,10.790588,0,-0.0500465632721071,0.0303526681909679,18.6849,-9.852639,0,0,1,1,2,0,1
4547635,POINT (16.36854542011884 48.21269988665694),1,0.0,Hohe Brücke,,,2,0.25,architekturteil,21,0.625,0.0146518839378837,0.0638579097106362,6.3270726,4.288421,0,0.0146518893488114,0.0638575576666856,3.4449532,5.7405095,0,0.0146525356934745,0.0638576166109889,7.8261747,-5.9329147,0,0,1,1,2,0,1
4547636,POINT (16.367815929977233 48.20747479707594),1,0.0,Habsburgergasse,11,,2,0.25,keramik ziegel lampe terra sigillata nagel münze,27,0.8125,-0.1506462791564836,0.1490924461499039,-15.771477,-6.0464087,0,-0.1506463596874408,0.1490924285777005,-5.266764,11.403195,-1,-0.1506462272854469,0.1490923321212531,18.484062,-9.333068,0,0,1,1,2,0,1
4547637,POINT (16.374893510348482 48.20991953078689),1,0.0,Lugeck,2,,2,0.25,mauerwerk,27,0.8125,0.8011318815615338,-0.2084214997512493,-11.44889,21.78873,2,0.8011318718911935,-0.2084214774364369,-21.05959,16.121208,0,0.8011318575200804,-0.2084214833961833,-3.9810476,22.793232,2,0,1,1,2,0,1
4547638,POINT (16.333358721909292 48.15560383674557),23,1.0,Inzersdorf (Kläranlage),,,2,0.25,mauerwerk grab,9,0.25,0.441321286787769,-0.076184147575708,-15.43821,4.6772213,2,0.4413212398686025,-0.076184105494056,-0.8653133,6.769556,0,0.4413212495858396,-0.076184102480043,21.424334,1.3845944,0,1,1,2,0,2,3
4547639,POINT (16.335299529423555 48.15640535928607),23,1.0,Gutheil-Schoder-Gasse,17,,1,0.0,münze keramik,27,0.8125,-0.4619284341303356,0.333262390691853,4.6182237,-10.465929,3,-0.4619284267678357,0.3332623660873922,5.3243785,-22.445375,0,-0.4619284217811913,0.3332623773531113,7.8790936,-24.260048,1,1,0,2,0,0,2
4547640,POINT (16.373181400327258 48.209747857175756),1,0.0,Kramergasse,5,10,2,0.25,mauerwerk grab brunnen grube,27,0.8125,0.2667268326580788,-0.0476634054997629,-0.39890507,-0.6127335,0,0.2667269452573719,-0.0476638394211559,-3.1427846,9.241134,0,0.2667271666955154,-0.0476638661592072,16.825634,5.587171,0,0,1,1,2,0,1
4547641,POINT (16.37457035612888 48.211095124619376),1,0.0,Rotgasse,,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.766757,-10.8232975,3,-0.1698483620259631,0.8101404937609358,5.4646955,-23.412981,0,-0.1698483669076052,0.8101404932012762,7.856799,-25.227665,1,0,0,1,2,0,1
4547642,POINT (16.361911593730827 48.21105096002077),1,0.0,Löwelstraße,,,1,0.0,keramik,12,0.34375,-0.5667486974876483,-0.5417155426624178,6.7250013,25.464924,1,-0.5667487016112104,-0.5417155761417577,10.4043,31.698671,1,-0.5667486783678727,-0.5417155870750344,11.514269,26.844862,3,0,0,1,1,1,0
4547643,POINT (16.379225788896477 48.20793953432027),1,0.0,Dr.-Karl-Lueger-Platz,4a,,2,0.25,keramik,21,0.625,-0.5667486974876483,-0.5417155426624178,6.707246,25.52544,1,-0.5667487016112104,-0.5417155761417577,10.489095,31.559055,1,-0.5667486783678727,-0.5417155870750344,11.597778,26.45919,3,0,1,1,2,0,1
4547644,POINT (16.367690352637233 48.20851151609758),1,0.0,Kohlmarkt,9,,2,0.25,keramik glas ziegel menschenskelett tierknochen,27,0.8125,-0.151672015349362,-0.1133325367455995,-13.024908,3.0427582,0,-0.151672006266523,-0.113332306344875,-2.4684327,16.1554,0,-0.1516722653097657,-0.113332073823768,21.139366,-5.4678144,0,0,1,1,2,0,1
4547645,POINT (16.372876711785707 48.20754218804893),1,0.0,Liliengasse,2,,2,0.25,ziegel,27,0.8125,0.0510744518806828,0.0572766024772545,29.23013,5.205301,0,0.0510742890380242,0.0572767640736584,28.080004,0.40611255,0,0.0510744465947379,0.0572765884700406,24.583666,14.644783,0,0,1,1,2,0,1
4547646,POINT (16.338820821549668 48.25704581063255),19,0.8181818181818182,Himmelstraße,29,,2,0.25,mauerwerk,11,0.3125,0.8011318815615338,-0.2084214997512493,-11.582352,21.641113,2,0.8011318718911935,-0.2084214774364369,-21.255459,16.297802,0,0.8011318575200804,-0.2084214833961833,-3.9820766,22.85128,2,1,1,2,0,2,3
4547647,POINT (16.37509585598118 48.209739013478504),1,0.0,Lugeck,4,,2,0.25,ziegel münze knochen keramik terra sigillata,22,0.65625,-0.2070319400038086,0.16988937687832,-15.84531,-6.4680343,0,-0.2070317961495621,0.1698895126131683,-5.4307017,11.092727,0,-0.2070318448056902,0.1698894262185994,18.231165,-9.709254,0,0,1,1,2,0,1
4547648,POINT (16.373296412520258 48.20982253570614),1,0.0,Kramergasse,10,,2,0.25,grab architekturteil ziegel,15,0.4375,0.0291804343516501,0.0720456077047603,5.951827,4.470167,0,0.0291803557781253,0.0720454221132397,3.0737526,6.110731,0,0.0291809050455445,0.0720454172602004,8.273748,-5.5182366,0,0,1,1,1,1,0
4547649,POINT (16.36219967911469 48.20995710411304),1,0.0,Bankgasse,,,3,0.5,grab ziegel,27,0.8125,0.0253075001025418,0.0716114601489998,-15.387789,4.2767243,0,0.0253073616846753,0.0716115864654975,-0.9417119,6.9551764,0,0.0253074746949719,0.0716114865264001,21.571703,1.0313139,0,0,2,1,2,0,1
4547650,POINT (16.362859343157677 48.21031416322582),1,0.0,Bankgasse,8,,2,0.25,mauerwerk,11,0.3125,0.8011318815615338,-0.2084214997512493,-11.397109,21.605368,2,0.8011318718911935,-0.2084214774364369,-21.276186,16.047745,0,0.8011318575200804,-0.2084214833961833,-4.071997,22.814264,2,0,1,1,1,1,0
4547651,POINT (16.36623206753527 48.20777021829776),1,0.0,Michaelerplatz,,,1,0.0,ziegel keramik tierknochen,27,0.8125,-0.206605042821388,-0.1942757865276538,-18.129675,4.372317,0,-0.2066053825190199,-0.1942751354485229,-9.262339,12.41912,0,-0.2066052680450073,-0.1942752157661375,22.755482,-4.293908,0,0,0,1,2,0,1
4547652,POINT (16.372774378190545 48.210295143949004),1,0.0,Landskrongasse,2,,1,0.0,ziegel stempel,27,0.8125,0.0493877013839636,0.069831108234,4.4501143,15.440238,0,0.0493879159290395,0.0698309019444526,12.210202,-10.803036,0,0.0493876658775229,0.0698310982102635,-1.1039172,12.106142,0,0,0,1,2,0,1
4547653,POINT (16.37007325805567 48.20985970316005),1,0.0,Milchgasse,1,,1,0.0,ziegel münze,27,0.8125,-0.0843581637233734,0.5955897588477381,-3.6216183,2.9678211,3,-0.0843582672765143,0.5955898652459438,-6.133135,4.654706,0,-0.0843581650898701,0.5955897610055697,4.666432,4.083109,0,0,0,1,2,0,1
4547654,POINT (16.37044426196051 48.2035542649545),1,0.0,Walfischgasse,,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.519491,25.420597,1,-0.5667487016112104,-0.5417155761417577,10.691117,31.504795,1,-0.5667486783678727,-0.5417155870750344,11.532156,26.773365,3,0,0,1,2,0,1
4547655,POINT (16.37289607015027 48.20765173727842),1,0.0,Singerstraße,1,5,1,0.0,ziegel,27,0.8125,0.0510744518806828,0.0572766024772545,29.23199,5.2376504,0,0.0510742890380242,0.0572767640736584,28.054182,0.38037312,0,0.0510744465947379,0.0572765884700406,24.602835,14.62639,0,0,0,1,2,0,1
4547656,POINT (16.367201235064368 48.21281748429882),1,0.0,Renngasse,5,9,2,0.25,ziegel keramik mauerwerk,27,0.8125,0.2318160927837234,-0.3791660197950833,11.593811,-18.946295,2,0.2318159955328831,-0.3791659335796322,-2.223453,-9.485864,0,0.2318160951057218,-0.3791660260966594,-9.942006,8.78698,0,0,1,1,2,0,1
4547657,POINT (16.358986985522442 48.20708233164861),1,0.0,Schmerlingplatz,,,2,0.25,mörtelboden,33,1.0,-0.0031693367588873,0.0569097224194084,-21.305422,12.828615,0,-0.0031693635560677,0.0569097488592562,-32.55214,30.191872,-1,-0.0031693523240837,0.0569097017189123,49.04036,18.514338,0,0,1,1,2,0,1
4547658,POINT (16.37004936004781 48.2034378478962),1,0.0,Kärntner Straße,51,,2,0.25,ziegel mauerwerk,21,0.625,0.5658109034926389,-0.1169230157097228,11.508655,-19.031776,2,0.5658107849494256,-0.116922889659903,-2.3484335,-9.610772,0,0.5658108898649706,-0.1169230071934437,-9.972528,8.752468,0,0,1,1,2,0,1
4547659,POINT (16.36941622058293 48.20390690383275),1,0.0,Philharmonikerstraße,6,,3,0.5,münze lampe keramik steinkistengrab,27,0.8125,-0.1756007084156403,0.1631914975567206,-11.882363,-2.6226404,0,-0.1756007200408246,0.1631914922955902,-3.8723748,12.0095625,-1,-0.17560071632891,0.1631914670226612,18.844725,-5.0760202,0,0,2,1,2,0,1
4547660,POINT (16.359262289039734 48.21363620908494),1,0.0,Reichsratsstraße,6,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.761489,25.442081,1,-0.5667487016112104,-0.5417155761417577,10.408476,31.42961,1,-0.5667486783678727,-0.5417155870750344,11.653201,26.690443,3,0,0,1,2,0,1
4547661,POINT (16.37748558478135 48.20783574416129),1,0.0,Riemergasse,3,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.617682,-10.844439,3,-0.1698483620259631,0.8101404937609358,5.336505,-23.323267,0,-0.1698483669076052,0.8101404932012762,7.858828,-25.272408,1,0,0,1,2,0,1
4547662,POINT (16.37831055493822 48.20561201410942),1,0.0,Parkring,12,,1,0.0,medaille münze,21,0.625,-0.0616294710543009,0.3234326947938635,-24.499132,15.117088,0,-0.0616294910721008,0.3234327165004504,-30.810005,30.47302,-1,-0.0616294851831821,0.3234326827630721,47.021175,12.978524,0,0,0,1,2,0,1
4547663,POINT (16.376525074200348 48.20687091513433),1,0.0,Riemergasse,11,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.750839,-10.794244,3,-0.1698483620259631,0.8101404937609358,5.5211644,-23.27036,0,-0.1698483669076052,0.8101404932012762,7.8826222,-25.318079,1,0,0,1,2,0,1
4547664,POINT (16.37695342487863 48.20732734071608),1,0.0,Riemergasse,7,,2,0.25,keramik mauerwerk,21,0.625,0.2630987996482917,-0.5272165874486079,-0.66194683,23.733952,2,0.2630988000880049,-0.5272166017443013,-16.77065,26.122532,0,0.2630987992158183,-0.5272165946154572,2.4172754,23.453842,2,0,1,1,2,0,1
4547665,POINT (16.370467802284523 48.206005775200275),1,0.0,Neuer Markt,9,13,2,0.25,keramik ziegel menschenknochen,27,0.8125,-0.1457950751747453,-0.1150566928227826,-19.116463,-8.521675,0,-0.1457951826865848,-0.115056589812084,-1.4101918,2.6456952,-1,-0.1457951056343812,-0.1150566988948107,-2.8920193,4.6257963,0,0,1,1,2,0,1
4547666,POINT (16.369496207011448 48.21452215193718),1,0.0,Neutorgasse,8,,1,0.0,keramik,9,0.25,-0.5667486974876483,-0.5417155426624178,6.5100074,25.725906,1,-0.5667487016112104,-0.5417155761417577,10.387727,31.656994,1,-0.5667486783678727,-0.5417155870750344,11.582618,26.758879,3,0,0,1,1,1,0
4547667,POINT (16.370752088198003 48.20633385265994),1,0.0,Neuer Markt,12,14,3,0.5,brandgrab keramik steingewicht knochen,27,0.8125,-0.1126739564730507,-0.0556236423494753,-9.736106,3.584824,0,-0.1126737932279992,-0.0556234945230425,-3.7660093,21.699974,-1,-0.1126739687254045,-0.0556235172139276,14.300973,-0.25146565,0,0,2,1,2,0,1
4547668,POINT (16.37053872222288 48.20936711418023),1,0.0,Petersplatz,11,,2,0.25,mauerwerk,33,1.0,0.8011318815615338,-0.2084214997512493,-11.603796,21.82773,2,0.8011318718911935,-0.2084214774364369,-21.222702,16.418476,0,0.8011318575200804,-0.2084214833961833,-3.990569,23.017933,2,0,1,1,2,0,1
4547669,POINT (16.375424973266963 48.21158373386656),1,0.0,Rabensteig,,,2,0.25,münze architekturteil ziegel,27,0.8125,-0.0398802765424174,0.3984018842797043,5.6710086,4.5656385,0,-0.0398803264048401,0.3984016651045488,2.8765976,6.3092027,0,-0.0398797618705409,0.398401664748792,8.421484,-5.3984942,0,0,1,1,2,0,1
4547670,POINT (16.365691590351194 48.21162153312431),1,0.0,Renngasse,,,2,0.25,straße grab,27,0.8125,-0.0075406173533509,0.0764922035577395,8.5740185,-0.19877204,0,-0.0075406710177143,0.0764921536193805,-7.9091187,5.8169503,0,-0.0075406577080642,0.0764923463449927,1.8333956,-2.7698631,0,0,1,1,2,0,1
4547671,POINT (16.363793413983522 48.21071127157323),1,0.0,Schenkenstraße,3,,2,0.25,reibschale keramik ziegel,12,0.34375,-0.1251298108451562,-0.0913161322651521,-22.453493,13.177673,0,-0.1251298777696704,-0.0913160742195506,-31.48974,31.060137,-1,-0.1251298119214097,-0.0913161592078419,47.69121,18.43801,0,0,1,1,1,1,0
4547672,POINT (16.366387945415397 48.21205770273229),1,0.0,Renngasse,1,,1,0.0,münze,22,0.65625,-0.1698483615030048,0.8101404882416963,5.720087,-10.795978,3,-0.1698483620259631,0.8101404937609358,5.518133,-23.313824,0,-0.1698483669076052,0.8101404932012762,7.881634,-25.281359,1,0,0,1,2,0,1
4547673,POINT (16.364804391152735 48.20934075436972),1,0.0,Herrengasse,11,,1,0.0,münze terra sigillata,27,0.8125,-0.1112469663629744,0.4121717526172084,-16.229298,-6.355226,0,-0.1112470400838062,0.4121716684781618,-5.274445,10.735483,0,-0.1112468690476887,0.412171579647839,18.514744,-9.934002,0,0,0,1,2,0,1
4547674,POINT (16.35832904071624 48.21126148327346),1,0.0,Rathausplatz,,,2,0.25,grube terra sigillata keramik gesichtsurne,27,0.8125,-0.1438912097907452,-0.0714101573347659,-16.320456,-6.4663596,0,-0.1438912390404362,-0.0714102614357207,-5.576064,10.638704,0,-0.1438911307414188,-0.0714103088350024,18.635977,-10.117426,0,0,1,1,2,0,1
4547675,POINT (16.370379843776185 48.20974321302537),1,0.0,Kühfußgasse,2,,1,0.0,ziegel stempel,27,0.8125,0.0493877013839636,0.069831108234,4.378841,15.521814,0,0.0493879159290395,0.0698309019444526,12.192757,-10.78511,0,0.0493876658775229,0.0698310982102635,-1.0929892,12.100286,0,0,0,1,2,0,1
4547676,POINT (16.366271177155483 48.21200860347462),1,0.0,Renngasse,1,,1,0.0,münze keramik bronzefibel stilus bein,27,0.8125,-0.1278489932991823,0.1321275263696086,-22.482468,13.45578,0,-0.1278490132721082,0.1321275440332991,-30.994375,31.025492,-1,-0.1278490060734259,0.1321275139953976,47.78725,17.125734,0,0,0,1,2,0,1
4547677,POINT (16.367214322122592 48.20133558270079),1,0.0,Nibelungengasse,,,1,0.0,münze,21,0.625,-0.1698483615030048,0.8101404882416963,5.69295,-10.7412405,3,-0.1698483620259631,0.8101404937609358,5.448841,-23.346643,0,-0.1698483669076052,0.8101404932012762,7.8725657,-25.276201,1,0,0,1,2,0,1
4547678,POINT (16.365483739671344 48.21354129563776),1,0.0,Rockhgasse,1,3,2,0.25,mauerwerk estrichboden terra sigillata,27,0.8125,0.1943412969864349,-0.0109984723806049,4.499269,4.342747,0,0.19434123060029,-0.0109985173962967,-0.25967714,9.157689,-1,0.1943413561650831,-0.0109985973118893,9.763738,-4.6973224,0,0,1,1,2,0,1
4547679,POINT (16.3726712756165 48.206384160355476),1,0.0,Rauhensteingasse,5,,1,0.0,ziegel knochen holzkohle,27,0.8125,0.0070222717759312,0.0500790578137304,-15.235244,2.205658,0,0.0070224425224203,0.0500792955638477,-1.6830868,17.48786,-1,0.0070222686139214,0.0500792346955187,24.036081,-1.3441309,0,0,0,1,2,0,1
4547680,POINT (16.367751175773655 48.20266777429724),1,0.0,Opernring,7,,3,0.5,nagel bronze menschenskelett,11,0.3125,-0.0113067960912156,0.0607928838826888,-21.832739,13.09117,0,-0.0113067557329488,0.0607928189579324,-32.005203,30.87127,-1,-0.0113067601667072,0.0607928044662513,48.42469,17.87923,0,0,2,1,1,1,0
4547681,POINT (16.37038206330728 48.20554537469378),1,0.0,Neuer Markt,,,3,0.5,grab keramik glasperle bronzearmreif figurengefäß,27,0.8125,-0.0854607784679211,-0.0228815478689436,-25.082396,13.341439,0,-0.0854608130886868,-0.0228815232777913,-28.58117,32.316647,-1,-0.0854607958442582,-0.022881559937764,48.045174,7.370674,0,0,2,1,2,0,1
4547682,POINT (16.36927665872309 48.20361928679429),1,0.0,Opernring,2,,1,0.0,münze,21,0.625,-0.1698483615030048,0.8101404882416963,5.9377723,-10.418562,3,-0.1698483620259631,0.8101404937609358,5.1999474,-23.253862,0,-0.1698483669076052,0.8101404932012762,7.310451,-25.429447,1,0,0,1,2,0,1
4547683,POINT (16.371042799044563 48.21440738001684),1,0.0,Rudolfsplatz,14,,2,0.25,kanal,21,0.625,0.0040789167936385,0.052147407911378,-0.09591067,0.85811085,0,0.0040789061499067,0.0521472629825892,-1.7402079,9.770162,0,0.0040788954037958,0.0521472835095938,17.487217,4.4015136,0,0,1,1,2,0,1
