OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,FUNDE_N,DATIERUNG,DATIERUNG_N,"k-means(BEZ_N, FUNDE_N)","dbscan(BEZ_N, FUNDE_N)","agnes(BEZ_N, FUNDE_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N)","k-means(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDE_N, DATIERUNG_N, FUNDKATEGORIE_N)"
4547213,POINT (16.3721920454038 48.21508453775166),1,0.0,Franz-Josefs-Kai,45,,1,0.0,457,0.6212534059945504,9,0.25,0,13,0,0,1,0,0,0,0
4547214,POINT (16.32102131259592 48.252283409950266),19,0.8181818181818182,Sieveringer Straße,,,1,0.0,422,0.5735694822888283,33,1.0,1,10,1,2,0,2,1,0,1
4547215,POINT (16.369935194174854 48.21196015434816),1,0.0,Fütterergasse,1,,1,0.0,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547215,POINT (16.369935194174854 48.21196015434816),1,0.0,Fütterergasse,1,,1,0.0,626,0.8514986376021798,27,0.8125,0,27,0,3,0,0,2,0,0
4547216,POINT (16.367659407418905 48.19994028748077),4,0.1363636363636363,Treitlstraße,1,3,2,0.25,422,0.5735694822888283,9,0.25,0,62,0,0,1,0,0,0,0
4547216,POINT (16.367659407418905 48.19994028748077),4,0.1363636363636363,Treitlstraße,1,3,2,0.25,337,0.4577656675749318,9,0.25,2,-1,0,0,1,0,0,0,0
4547217,POINT (16.420256465182458 48.13170888463145),10,0.4090909090909091,Klederinger Straße,,,1,0.0,715,0.9727520435967304,27,0.8125,0,63,0,3,0,0,2,0,0
4547217,POINT (16.420256465182458 48.13170888463145),10,0.4090909090909091,Klederinger Straße,,,1,0.0,626,0.8514986376021798,27,0.8125,0,64,0,3,0,0,2,0,0
4547182,POINT (16.34603551876965 48.19089985325654),6,0.2272727272727272,Gumpendorfer Straße,108,,1,0.0,457,0.6212534059945504,27,0.8125,0,65,0,1,0,0,3,0,0
4547218,POINT (16.376785104907935 48.20573639134265),1,0.0,Seilerstätte,1,3,2,0.25,422,0.5735694822888283,21,0.625,0,13,0,1,0,0,3,0,0
4547218,POINT (16.376785104907935 48.20573639134265),1,0.0,Seilerstätte,1,3,2,0.25,241,0.326975476839237,21,0.625,2,25,0,1,0,0,3,0,0
4547218,POINT (16.376785104907935 48.20573639134265),1,0.0,Seilerstätte,1,3,2,0.25,319,0.433242506811989,21,0.625,2,2,0,1,0,0,3,0,0
4547219,POINT (16.334747740727362 48.201826993393155),15,0.6363636363636365,Märzpark,,,3,0.5,374,0.5081743869209809,21,0.625,1,-1,1,2,0,0,1,0,0
4547219,POINT (16.334747740727362 48.201826993393155),15,0.6363636363636365,Märzpark,,,3,0.5,331,0.4495912806539509,21,0.625,1,-1,1,2,0,0,1,0,0
4547219,POINT (16.334747740727362 48.201826993393155),15,0.6363636363636365,Märzpark,,,3,0.5,349,0.4741144414168937,21,0.625,1,-1,1,2,0,0,1,0,0
4547219,POINT (16.334747740727362 48.201826993393155),15,0.6363636363636365,Märzpark,,,3,0.5,425,0.5776566757493188,21,0.625,1,66,0,2,0,0,1,0,0
4547220,POINT (16.38729629953078 48.19370363625034),3,0.0909090909090909,Obere Bahngasse,4,8,2,0.25,715,0.9727520435967304,27,0.8125,0,21,0,3,0,0,2,0,0
4547220,POINT (16.38729629953078 48.19370363625034),3,0.0909090909090909,Obere Bahngasse,4,8,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547220,POINT (16.38729629953078 48.19370363625034),3,0.0909090909090909,Obere Bahngasse,4,8,2,0.25,241,0.326975476839237,27,0.8125,2,44,0,1,0,0,3,0,0
4547220,POINT (16.38729629953078 48.19370363625034),3,0.0909090909090909,Obere Bahngasse,4,8,2,0.25,462,0.6280653950953679,27,0.8125,0,20,0,1,0,0,3,0,0
4547221,POINT (16.360940131563787 48.21523329622563),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,630,0.8569482288828338,27,0.8125,0,67,0,3,0,0,2,0,0
4547221,POINT (16.360940131563787 48.21523329622563),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,223,0.3024523160762942,27,0.8125,2,68,0,1,0,0,3,0,0
4547221,POINT (16.360940131563787 48.21523329622563),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,319,0.433242506811989,27,0.8125,2,37,0,1,0,0,3,0,0
4547221,POINT (16.360940131563787 48.21523329622563),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,548,0.7452316076294278,27,0.8125,0,69,0,3,0,0,2,0,0
4547221,POINT (16.360940131563787 48.21523329622563),9,0.3636363636363636,Sigmund-Freud-Park,,,2,0.25,457,0.6212534059945504,27,0.8125,0,70,0,1,0,0,3,0,0
4547222,POINT (16.418033290719638 48.16967283894602),11,0.4545454545454545,Hugogasse (Schrebergärten),,,1,0.0,140,0.1893732970027248,33,1.0,2,144,0,1,0,0,3,0,0
4547222,POINT (16.418033290719638 48.16967283894602),11,0.4545454545454545,Hugogasse (Schrebergärten),,,1,0.0,73,0.0980926430517711,33,1.0,2,71,0,1,0,0,3,0,0
4547223,POINT (16.36233322910486 48.18188006379533),5,0.1818181818181818,Margartengürtel,15,,5,1.0,273,0.3705722070844686,33,1.0,2,-1,0,1,0,0,3,-1,0
4547224,POINT (16.31959413137369 48.204825359483024),15,0.6363636363636365,Schmelz,,,1,0.0,174,0.2356948228882834,27,0.8125,1,-1,0,2,-1,0,1,0,0
4547225,POINT (16.309089788303744 48.21445721840829),16,0.6818181818181819,Ottakringer Straße,202,,1,0.0,457,0.6212534059945504,21,0.625,1,-1,0,2,0,0,1,0,1
4547226,POINT (16.283734011052694 48.24053644472793),17,0.7272727272727273,Geroldgasse,17,,3,0.5,530,0.720708446866485,27,0.8125,1,-1,1,2,0,2,1,0,1
4547227,POINT (16.334506352654024 48.219423593657126),17,0.7272727272727273,Pezzlgasse,,,1,0.0,457,0.6212534059945504,27,0.8125,1,72,1,2,0,2,1,0,0
4547228,POINT (16.280721304710077 48.22957979421916),17,0.7272727272727273,Heuberg (Kuppe),,,1,0.0,457,0.6212534059945504,27,0.8125,1,72,1,2,0,2,1,0,0
4547228,POINT (16.280721304710077 48.22957979421916),17,0.7272727272727273,Heuberg (Kuppe),,,1,0.0,174,0.2356948228882834,27,0.8125,1,-1,1,2,-1,2,1,0,0
4547229,POINT (16.370242972007492 48.20808838452493),1,0.0,Dorotheergasse,1,16,2,0.25,630,0.8569482288828338,27,0.8125,0,27,0,3,0,0,2,0,0
4547229,POINT (16.370242972007492 48.20808838452493),1,0.0,Dorotheergasse,1,16,2,0.25,223,0.3024523160762942,27,0.8125,2,25,0,1,0,0,3,0,0
4547229,POINT (16.370242972007492 48.20808838452493),1,0.0,Dorotheergasse,1,16,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547229,POINT (16.370242972007492 48.20808838452493),1,0.0,Dorotheergasse,1,16,2,0.25,84,0.1130790190735694,27,0.8125,2,3,0,1,0,0,3,0,0
4547229,POINT (16.370242972007492 48.20808838452493),1,0.0,Dorotheergasse,1,16,2,0.25,644,0.8760217983651226,27,0.8125,0,27,0,3,0,0,2,0,0
4547229,POINT (16.370242972007492 48.20808838452493),1,0.0,Dorotheergasse,1,16,2,0.25,568,0.7724795640326976,27,0.8125,0,28,0,3,0,0,2,0,0
4547230,POINT (16.37530164167716 48.21197172523681),1,0.0,Rabensteig,2,,2,0.25,715,0.9727520435967304,27,0.8125,0,26,0,3,0,0,2,0,0
4547230,POINT (16.37530164167716 48.21197172523681),1,0.0,Rabensteig,2,,2,0.25,422,0.5735694822888283,27,0.8125,0,13,0,1,0,0,3,0,0
4547231,POINT (16.371475826145335 48.20863590605421),1,0.0,Goldschmiedgasse,4,,2,0.25,421,0.5722070844686649,15,0.4375,0,13,0,0,1,0,0,0,0
4547231,POINT (16.371475826145335 48.20863590605421),1,0.0,Goldschmiedgasse,4,,2,0.25,601,0.8174386920980926,15,0.4375,0,27,0,3,1,0,2,0,0
4547232,POINT (16.36785922593321 48.208956319204994),1,0.0,Kohlmarkt,,,2,0.25,630,0.8569482288828338,15,0.4375,0,27,0,3,1,0,2,0,0
4547232,POINT (16.36785922593321 48.208956319204994),1,0.0,Kohlmarkt,,,2,0.25,715,0.9727520435967304,15,0.4375,0,26,0,3,1,0,2,0,0
4547232,POINT (16.36785922593321 48.208956319204994),1,0.0,Kohlmarkt,,,2,0.25,319,0.433242506811989,15,0.4375,2,2,0,0,1,0,0,0,0
4547232,POINT (16.36785922593321 48.208956319204994),1,0.0,Kohlmarkt,,,2,0.25,457,0.6212534059945504,15,0.4375,0,13,0,0,1,0,0,0,0
4547232,POINT (16.36785922593321 48.208956319204994),1,0.0,Kohlmarkt,,,2,0.25,214,0.2901907356948228,15,0.4375,2,25,0,0,1,0,0,0,0
4547233,POINT (16.372121920864025 48.21137294415786),1,0.0,Marc-Aurel-Straße,1,5,2,0.25,422,0.5735694822888283,15,0.4375,0,13,0,0,1,0,0,0,0
4547233,POINT (16.372121920864025 48.21137294415786),1,0.0,Marc-Aurel-Straße,1,5,2,0.25,125,0.1689373297002724,15,0.4375,2,3,0,0,1,0,0,0,0
4547233,POINT (16.372121920864025 48.21137294415786),1,0.0,Marc-Aurel-Straße,1,5,2,0.25,428,0.5817438692098093,15,0.4375,0,13,0,0,1,0,0,0,0
4547233,POINT (16.372121920864025 48.21137294415786),1,0.0,Marc-Aurel-Straße,1,5,2,0.25,715,0.9727520435967304,15,0.4375,0,26,0,3,1,0,2,0,0
4547233,POINT (16.372121920864025 48.21137294415786),1,0.0,Marc-Aurel-Straße,1,5,2,0.25,626,0.8514986376021798,15,0.4375,0,27,0,3,1,0,2,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,457,0.6212534059945504,15,0.4375,0,13,0,0,1,0,0,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,630,0.8569482288828338,15,0.4375,0,27,0,3,1,0,2,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,288,0.3910081743869209,15,0.4375,2,2,0,0,1,0,0,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,133,0.1798365122615803,15,0.4375,2,3,0,0,1,0,0,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,265,0.3596730245231607,15,0.4375,2,25,0,0,1,0,0,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,258,0.3501362397820163,15,0.4375,2,25,0,0,1,0,0,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,411,0.55858310626703,15,0.4375,0,13,0,0,1,0,0,0,0
4547234,POINT (16.37010774959038 48.20268926132753),1,0.0,Kärntner Straße,55,,2,0.25,25,0.0326975476839237,15,0.4375,2,3,0,0,1,0,0,0,0
4547235,POINT (16.37216053130984 48.211632683089576),1,0.0,Salvatorgasse,3,5,2,0.25,715,0.9727520435967304,15,0.4375,0,26,0,3,1,0,2,0,0
4547235,POINT (16.37216053130984 48.211632683089576),1,0.0,Salvatorgasse,3,5,2,0.25,626,0.8514986376021798,15,0.4375,0,27,0,3,1,0,2,0,0
4547235,POINT (16.37216053130984 48.211632683089576),1,0.0,Salvatorgasse,3,5,2,0.25,211,0.2861035422343324,15,0.4375,2,25,0,0,1,0,0,0,0
4547235,POINT (16.37216053130984 48.211632683089576),1,0.0,Salvatorgasse,3,5,2,0.25,457,0.6212534059945504,15,0.4375,0,13,0,0,1,0,0,0,0
4547236,POINT (16.370978057758826 48.210672922899626),1,0.0,Tuchlauben (Jeansshop),17,,2,0.25,715,0.9727520435967304,15,0.4375,0,26,0,3,1,0,2,0,0
4547236,POINT (16.370978057758826 48.210672922899626),1,0.0,Tuchlauben (Jeansshop),17,,2,0.25,626,0.8514986376021798,15,0.4375,0,27,0,3,1,0,2,0,0
4547236,POINT (16.370978057758826 48.210672922899626),1,0.0,Tuchlauben (Jeansshop),17,,2,0.25,422,0.5735694822888283,15,0.4375,0,13,0,0,1,0,0,0,0
4547236,POINT (16.370978057758826 48.210672922899626),1,0.0,Tuchlauben (Jeansshop),17,,2,0.25,487,0.662125340599455,15,0.4375,0,13,0,0,1,0,0,0,0
4547236,POINT (16.370978057758826 48.210672922899626),1,0.0,Tuchlauben (Jeansshop),17,,2,0.25,485,0.659400544959128,15,0.4375,0,13,0,0,1,0,0,0,0
4547237,POINT (16.392083185075 48.195474549671765),3,0.0909090909090909,Boerhaavegasse,15,17,1,0.0,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547237,POINT (16.392083185075 48.195474549671765),3,0.0909090909090909,Boerhaavegasse,15,17,1,0.0,677,0.9209809264305178,27,0.8125,0,73,0,3,0,0,2,0,0
4547237,POINT (16.392083185075 48.195474549671765),3,0.0909090909090909,Boerhaavegasse,15,17,1,0.0,158,0.2138964577656675,27,0.8125,2,56,0,1,0,0,3,0,0
4547237,POINT (16.392083185075 48.195474549671765),3,0.0909090909090909,Boerhaavegasse,15,17,1,0.0,223,0.3024523160762942,27,0.8125,2,17,0,1,0,0,3,0,0
4547238,POINT (16.35257999905535 48.204846560326274),7,0.2727272727272727,St. Ulrichs-Platz,,,1,0.0,685,0.9318801089918256,27,0.8125,0,-1,0,3,0,0,2,0,0
4547239,POINT (16.386781204007942 48.19229454205657),3,0.0909090909090909,Keilgasse,8,10,1,0.0,211,0.2861035422343324,33,1.0,2,17,0,1,0,0,3,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,68,0.0912806539509536,27,0.8125,2,22,0,1,0,0,3,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,650,0.8841961852861036,27,0.8125,0,18,0,3,0,0,2,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,456,0.6198910081743869,27,0.8125,0,20,0,1,0,0,3,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,377,0.5122615803814714,27,0.8125,2,74,0,1,0,0,3,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547240,POINT (16.392621396978257 48.19264133415224),3,0.0909090909090909,Rennweg,58,,2,0.25,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,457,0.6212534059945504,27,0.8125,0,20,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,644,0.8760217983651226,27,0.8125,0,18,0,3,0,0,2,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,568,0.7724795640326976,27,0.8125,0,19,0,3,0,0,2,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,174,0.2356948228882834,27,0.8125,2,56,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,41,0.0544959128065395,27,0.8125,2,75,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,95,0.1280653950953678,27,0.8125,2,22,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,422,0.5735694822888283,27,0.8125,0,35,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,120,0.162125340599455,27,0.8125,2,22,0,1,0,0,3,0,0
4547241,POINT (16.389976656934987 48.19332617077963),3,0.0909090909090909,Rennweg,44,,2,0.25,241,0.326975476839237,27,0.8125,2,44,0,1,0,0,3,0,0
4547242,POINT (16.393684016140956 48.19779419480389),3,0.0909090909090909,Barmherzigengasse,3,,2,0.25,319,0.433242506811989,27,0.8125,2,16,0,1,0,0,3,0,0
4547242,POINT (16.393684016140956 48.19779419480389),3,0.0909090909090909,Barmherzigengasse,3,,2,0.25,462,0.6280653950953679,27,0.8125,0,20,0,1,0,0,3,0,0
4547243,POINT (16.253068270264908 48.20353352451064),14,0.5909090909090909,Linzer Straße,429,,1,0.0,319,0.433242506811989,33,1.0,1,76,0,2,0,0,1,0,0
4547244,POINT (16.247157017082003 48.21067463120015),14,0.5909090909090909,Wolfersberg,,,1,0.0,380,0.5163487738419619,9,0.25,1,-1,0,0,1,0,1,0,0
4547245,POINT (16.344630419199323 48.15125869224952),23,1.0,Inzersdorf,,,1,0.0,561,0.7629427792915532,9,0.25,1,-1,1,2,-1,3,1,0,1
4547246,POINT (16.251890559234983 48.13458139286785),23,1.0,Randgasse,2,,1,0.0,457,0.6212534059945504,27,0.8125,1,0,1,2,0,2,1,0,1
4547247,POINT (16.337183546444514 48.21402015803932),16,0.6818181818181819,Payergasse,,,1,0.0,425,0.5776566757493188,27,0.8125,1,-1,0,2,0,2,1,0,0
4547248,POINT (16.324163666129923 48.213332584540446),16,0.6818181818181819,Ottakringer Straße,89,,1,0.0,457,0.6212534059945504,27,0.8125,1,-1,0,2,0,0,1,0,0
4547249,POINT (16.300371230888132 48.236855243962104),17,0.7272727272727273,Josef Redl-Gasse,15,,1,0.0,457,0.6212534059945504,27,0.8125,1,72,1,2,0,2,1,0,0
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,374,0.5081743869209809,21,0.625,1,-1,1,2,0,2,1,0,1
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,548,0.7452316076294278,21,0.625,1,-1,1,2,0,2,1,0,1
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,349,0.4741144414168937,21,0.625,1,-1,1,2,0,2,1,0,1
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,518,0.7043596730245232,21,0.625,1,-1,1,2,0,2,1,0,1
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,425,0.5776566757493188,21,0.625,1,6,1,2,0,2,1,0,1
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,406,0.5517711171662125,21,0.625,1,-1,1,2,0,2,1,0,1
4547250,POINT (16.339116973336115 48.22710451144421),18,0.7727272727272728,Schubertpark,,,3,0.5,440,0.5980926430517711,21,0.625,1,-1,1,2,0,2,1,0,1
4547251,POINT (16.347865073993688 48.26616548834131),19,0.8181818181818182,Nußberg,,,1,0.0,457,0.6212534059945504,21,0.625,1,7,1,2,0,2,1,0,1
4547252,POINT (16.322484493053658 48.25200876218877),19,0.8181818181818182,Sieveringer Straße,132,,2,0.25,10,0.0122615803814713,27,0.8125,1,-1,1,2,-1,2,1,0,1
4547252,POINT (16.322484493053658 48.25200876218877),19,0.8181818181818182,Sieveringer Straße,132,,2,0.25,377,0.5122615803814714,27,0.8125,1,-1,1,2,0,2,1,0,1
4547252,POINT (16.322484493053658 48.25200876218877),19,0.8181818181818182,Sieveringer Straße,132,,2,0.25,319,0.433242506811989,27,0.8125,1,8,1,2,0,2,1,0,1
4547253,POINT (16.363184135732826 48.25191813028013),19,0.8181818181818182,Nußdorf,,,1,0.0,559,0.7602179836512262,33,1.0,1,-1,1,2,0,2,1,0,1
4547253,POINT (16.363184135732826 48.25191813028013),19,0.8181818181818182,Nußdorf,,,1,0.0,380,0.5163487738419619,33,1.0,1,-1,1,2,0,2,1,0,1
4547253,POINT (16.363184135732826 48.25191813028013),19,0.8181818181818182,Nußdorf,,,1,0.0,18,0.0231607629427792,33,1.0,1,-1,1,2,-1,2,1,0,1
4547254,POINT (16.346484532637618 48.27784560610462),19,0.8181818181818182,Leopoldsberg,,,2,0.25,319,0.433242506811989,32,0.96875,1,8,1,2,0,2,1,0,1
4547254,POINT (16.346484532637618 48.27784560610462),19,0.8181818181818182,Leopoldsberg,,,2,0.25,583,0.7929155313351499,32,0.96875,1,-1,1,2,0,2,1,0,1
4547254,POINT (16.346484532637618 48.27784560610462),19,0.8181818181818182,Leopoldsberg,,,2,0.25,650,0.8841961852861036,32,0.96875,1,-1,1,2,0,2,1,0,1
4547254,POINT (16.346484532637618 48.27784560610462),19,0.8181818181818182,Leopoldsberg,,,2,0.25,276,0.3746594005449591,32,0.96875,1,-1,1,2,0,2,1,0,1
4547254,POINT (16.346484532637618 48.27784560610462),19,0.8181818181818182,Leopoldsberg,,,2,0.25,295,0.4005449591280653,32,0.96875,1,-1,1,2,0,2,1,0,1
4547254,POINT (16.346484532637618 48.27784560610462),19,0.8181818181818182,Leopoldsberg,,,2,0.25,179,0.2425068119891008,32,0.96875,1,-1,1,2,0,2,1,0,1
4547255,POINT (16.32674240427445 48.24884732167293),19,0.8181818181818182,Sieveringer Straße,90,,1,0.0,319,0.433242506811989,9,0.25,1,8,1,2,2,1,1,0,1
4547256,POINT (16.31831200552765 48.25341481898149),19,0.8181818181818182,Sieveringer Straße,205,,2,0.25,422,0.5735694822888283,33,1.0,1,10,1,2,0,2,1,0,1
4547257,POINT (16.370297713661373 48.23287595876851),20,0.8636363636363638,Jägerstraße,,,3,0.5,428,0.5817438692098093,33,1.0,1,-1,1,2,0,2,1,0,1
4547258,POINT (16.43791482923424 48.25552521670448),22,0.9545454545454546,Leopoldau (Sandgrube Jirawetz),,,2,0.25,319,0.433242506811989,32,0.96875,1,14,1,2,0,2,1,0,1
4547258,POINT (16.43791482923424 48.25552521670448),22,0.9545454545454546,Leopoldau (Sandgrube Jirawetz),,,2,0.25,241,0.326975476839237,32,0.96875,1,42,1,2,0,2,1,0,1
4547259,POINT (16.437794036361165 48.2563087884781),22,0.9545454545454546,Leopoldau (Sandgrube Jirawetz),,,1,0.0,319,0.433242506811989,32,0.96875,1,14,1,2,0,2,1,0,1
4547260,POINT (16.43813861341432 48.2559409694162),22,0.9545454545454546,Leopoldau (Sandgrube Jirawetz),,,1,0.0,319,0.433242506811989,32,0.96875,1,14,1,2,0,2,1,0,1
4547261,POINT (16.440954245402047 48.256698969527),22,0.9545454545454546,Leopoldau (Donaufeld),,,3,0.5,223,0.3024523160762942,32,0.96875,1,42,1,2,0,2,1,0,1
4547262,POINT (16.440862675552783 48.25759904189168),22,0.9545454545454546,Leopoldau (Donaufeld),,,2,0.25,564,0.7670299727520437,28,0.84375,1,77,1,2,0,2,1,0,1
4547262,POINT (16.440862675552783 48.25759904189168),22,0.9545454545454546,Leopoldau (Donaufeld),,,2,0.25,319,0.433242506811989,28,0.84375,1,14,1,2,0,2,1,0,1
4547262,POINT (16.440862675552783 48.25759904189168),22,0.9545454545454546,Leopoldau (Donaufeld),,,2,0.25,715,0.9727520435967304,28,0.84375,1,78,1,2,0,2,1,0,1
4547263,POINT (16.440329189396916 48.25725991845291),22,0.9545454545454546,Eipeldauer Straße (Donaufeld),,,3,0.5,223,0.3024523160762942,32,0.96875,1,42,1,2,0,2,1,0,1
4547264,POINT (16.440282551280834 48.258141333736255),22,0.9545454545454546,Leopoldau,,,3,0.5,223,0.3024523160762942,15,0.4375,1,42,1,2,3,1,1,0,1
4547264,POINT (16.440282551280834 48.258141333736255),22,0.9545454545454546,Leopoldau,,,3,0.5,559,0.7602179836512262,15,0.4375,1,77,1,2,-1,1,1,0,1
4547265,POINT (16.437821729049592 48.25679317076801),22,0.9545454545454546,Leopoldau (Sandgrube Jirawetz),,,2,0.25,319,0.433242506811989,32,0.96875,1,14,1,2,0,2,1,0,1
4547265,POINT (16.437821729049592 48.25679317076801),22,0.9545454545454546,Leopoldau (Sandgrube Jirawetz),,,2,0.25,709,0.9645776566757494,32,0.96875,1,78,1,2,0,2,1,0,1
4547266,POINT (16.447396466742436 48.24891767150854),22,0.9545454545454546,Kagraner Platz,,,1,0.0,457,0.6212534059945504,21,0.625,1,43,1,2,0,2,1,0,1
4547266,POINT (16.447396466742436 48.24891767150854),22,0.9545454545454546,Kagraner Platz,,,1,0.0,319,0.433242506811989,21,0.625,1,14,1,2,0,2,1,0,1
4547267,POINT (16.450390390668815 48.25715419762669),22,0.9545454545454546,Rennbahnweg,27,,1,0.0,319,0.433242506811989,14,0.40625,1,14,1,2,2,1,1,0,1
4547268,POINT (16.371903086747455 48.15097336216779),10,0.4090909090909091,Josef Enslein-Platz,1,3,3,0.5,374,0.5081743869209809,9,0.25,2,-1,0,0,1,0,0,0,0
4547268,POINT (16.371903086747455 48.15097336216779),10,0.4090909090909091,Josef Enslein-Platz,1,3,3,0.5,319,0.433242506811989,9,0.25,2,47,0,0,1,0,0,0,0
4547268,POINT (16.371903086747455 48.15097336216779),10,0.4090909090909091,Josef Enslein-Platz,1,3,3,0.5,477,0.6485013623978202,9,0.25,0,129,0,0,1,0,0,0,0
4547268,POINT (16.371903086747455 48.15097336216779),10,0.4090909090909091,Josef Enslein-Platz,1,3,3,0.5,73,0.0980926430517711,9,0.25,2,-1,0,0,-1,0,0,0,0
4547269,POINT (16.394563831146595 48.196296988439194),3,0.0909090909090909,Barmherzigengasse,17,,1,0.0,241,0.326975476839237,21,0.625,2,44,0,1,0,0,3,0,0
